_id,chaseStatus,chaseUserID,chaseType,hospID,provName,provCity,provState,clientName,clientAdmits,flag
5727a1dbf4093a7d8e54dd82,Completed,nnargotr,Facility,866007596_YUMA_85364,YUMA REGIONAL MEDICAL CENTER,YUMA,AZ,C-S,61,Y
5727a1dbf4093a7d8e54dd82,Completed,nnargotr,Facility,866007596_YUMA_85364,YUMA REGIONAL MEDICAL CENTER,YUMA,AZ,HNT,1,Y
5727a1dbf4093a7d8e54dd91,PNP-NoResponse,nconigl,Facility,901074557_PHOENIX_85006,BANNER UNIVERSITY MEDICAL CENTER TUCSON,PHOENIX,AZ,M-R,1,N
5727a1dbf4093a7d8e54dd98,Completed,dgree25,Facility,H_151022MHN_MARTINEZ_94553,CONTRA COSTA COUNTY HEALTH,MARTINEZ,CA,HNT,3,Y
5727a1dbf4093a7d8e54dda4,PNP-NoResponse,rsumra,System,205252882_HUNTINGTON BEACH_92647,HUNTINGTON BEACH HOSPITAL,HUNTINGTON BEACH,CA,M-R,2,N
5727a1dbf4093a7d8e54ddc3,Completed,ymorris2,Facility,330449527_LOS ANGELES_90074,SHARP GROSSMONT HOSPITAL,LOS ANGELES,CA,HNT,3,Y
5727a1dbf4093a7d8e54ddcc,PNP-NoResponse,rsumra,System,330928285_CHINO_91710,CHINO VALLEY MEDICAL CENTER,CHINO,CA,M-R,3,N
5727a1dbf4093a7d8e54ddcc,PNP-NoResponse,rsumra,System,330928285_CHINO_91710,CHINO VALLEY MEDICAL CENTER,CHINO,CA,HNT,1,N
5727a1dbf4093a7d8e54dde7,Completed,sfarkas3,Facility,611588294_IRVINE_92618,HOAG ORTHOPEDIC INSTITUTE,IRVINE,CA,M-R,6,Y
5727a1dbf4093a7d8e54ddfa,PNP-CopyService,eagbagbu,Facility,680396600_CONCORD_94520,JOHN MUIR MED CTR CONCORD CAMPUS,CONCORD,CA,M-R,20,N
5727a1dbf4093a7d8e54ddfa,PNP-CopyService,eagbagbu,Facility,680396600_CONCORD_94520,JOHN MUIR MED CTR CONCORD CAMPUS,CONCORD,CA,HNT,4,N
5727a1dbf4093a7d8e54de05,PNP-NoResponse,dking122,Facility,752694137_PALM SPRINGS_92262,DESERT REGIONAL MEDICAL CENTER - COMPREH,PALM SPRINGS,CA,M-R,29,N
5727a1dbf4093a7d8e54de11,PNP-CopyService,kflahe2,Facility,760383712_ENCINO_91436,ENCINO MEDICAL CENTER,ENCINO,CA,HNT,1,N
5727a1dbf4093a7d8e54de20,Committed,,Facility,870692255_LONG BEACH_90801,ST MARY MEDICAL CENTER,Long Beach,CA,M-R,1,N
5727a1dbf4093a7d8e54de37,Completed,ymorris2,Facility,940760193_MONTEREY_93940,COMMUNITY HOSP OF THE MONTEREY PENINSULA,MONTEREY,CA,M-R,10,Y
5727a1dbf4093a7d8e54de4f,PNP-NoResponse,rsumra,Facility,941105628_SAN FRANCISCO_94115,KAISER FOUNDATION HOS SFO,SAN FRANCISCO,CA,HNT,1,N
5727a1dbf4093a7d8e54de5d,Completed,bkramlic,Facility,941156276_FRESNO_93721,FRESNO COMMUNITY HOSP & MED CTR,FRESNO,CA,M-R,11,Y
5727a1dbf4093a7d8e54de5d,Completed,bkramlic,Facility,941156276_FRESNO_93721,FRESNO COMMUNITY HOSP & MED CTR,FRESNO,CA,HNT,2,Y
5727a1dbf4093a7d8e54de65,Completed,ehoff,System,941156621_ROSEVILLE_95661,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,M-R,81,Y
5727a1dbf4093a7d8e54de65,Completed,ehoff,System,941156621_ROSEVILLE_95661,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,HNT,2,Y
5727a1dbf4093a7d8e54de66,Completed,ehoff,System,941156621_SACRAMENTO_95816,SUTTER MEMORIAL HOSPITAL SACRAMENTO,SACRAMENTO,CA,M-R,50,Y
5727a1dbf4093a7d8e54de66,Completed,ehoff,System,941156621_SACRAMENTO_95816,SUTTER MEMORIAL HOSPITAL SACRAMENTO,SACRAMENTO,CA,HNT,4,Y
5727a1dbf4093a7d8e54de73,Completed,ymorris2,Facility,941201197_STOCKTON_95203,DAMERON HOSPITAL,STOCKTON,CA,M-R,8,Y
5727a1dbf4093a7d8e54de7f,Completed,ymorris2,Facility,941429628_HAYWARD_94540,THE HOSPITAL COMM DBA VALLEYCARE,HAYWARD,CA,UCR,1,Y
5727a1dcf4093a7d8e54de8f,Completed,dchism1,Facility,941623075_YREKA_96097,FAIRCHILD MEDICAL CENTER,YREKA,CA,M-R,30,Y
5727a1dcf4093a7d8e54de90,Completed,jmcatee2,Facility,941634554_OROVILLE_95966,OROVILLE HOSPITAL,OROVILLE,CA,M-R,11,Y
5727a1dcf4093a7d8e54dea8,Completed,rsumra,Facility,943281657_SAN FRANCISCO_94143,UCSF MEDICAL CENTER,SAN FRANCISCO,CA,M-R,29,Y
5727a1dcf4093a7d8e54dea8,Completed,rsumra,Facility,943281657_SAN FRANCISCO_94143,UCSF MEDICAL CENTER,SAN FRANCISCO,CA,HNT,1,Y
5727a1dcf4093a7d8e54debb,Completed,eagbagbu,Facility,946050274_SOUTH LAKE TAHOE_96150,BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHOE,CA,M-R,9,Y
5727a1dcf4093a7d8e54debf,Completed,jmcatee2,Facility,951547003_GLENDALE_91208,VERDUGO HILLS HOSPITAL,GLENDALE,CA,HND,1,Y
5727a1dcf4093a7d8e54deca,PNP-CopyService,ehoff,Facility,951643336_LOS ANGELES_91007,METHODIST HOSPITAL SO CA,LOS ANGELES,CA,HNT,1,N
5727a1ddf4093a7d8e54dee1,Completed,ymorris2,Facility,951684089_SAN DIEGO_92103,SCRIPPS MERCY HOSPITAL,SAN DIEGO,CA,M-R,8,Y
5727a1ddf4093a7d8e54dee1,Completed,ymorris2,Facility,951684089_SAN DIEGO_92103,SCRIPPS MERCY HOSPITAL,SAN DIEGO,CA,HNT,1,Y
5727a1ddf4093a7d8e54df05,Completed,dgree25,Facility,952624909_CANOGA PARK_91307,WEST HILLS REGIONAL MEDIC,CANOGA PARK,CA,HNT,1,Y
5727a1ddf4093a7d8e54df16,Completed,dchism1,Facility,953782169_LOS ANGELES_90074,SHARP MESA VISTA HOSPITAL,LOS ANGELES,CA,HNT,17,Y
5727a1ddf4093a7d8e54df18,Completed,dchism1,Facility,953782169_SAN DIEGO_92123,SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,COR,1,Y
5727a1ddf4093a7d8e54df18,Completed,dchism1,Facility,953782169_SAN DIEGO_92123,SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,M-R,22,Y
5727a1ddf4093a7d8e54df18,Completed,dchism1,Facility,953782169_SAN DIEGO_92123,SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,C-S,1,Y
5727a1ddf4093a7d8e54df18,Completed,dchism1,Facility,953782169_SAN DIEGO_92123,SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,HNT,4,Y
5727a1ddf4093a7d8e54df1e,PNP-NoResponse,jreyno27,Facility,954541687_SANTA MONICA_90404,SANTA MONICA UCLA MED CTR & ORTHO HOSP,SANTA MONICA,CA,M-R,18,N
5727a1ddf4093a7d8e54df64,PNP-CopyService,lmanlang,Facility,840405257_WESTMINSTER_80023,ST ANTHONY HOSP NORTH,WESTMINSTER,CO,M-R,3,N
5727a1ddf4093a7d8e54df6b,Completed,nnargotr,System,840438224_CASTLE ROCK_80109,CASTLE ROCK ADVENTIST HOSPITAL,CASTLE ROCK,CO,M-R,27,Y
5727a1ddf4093a7d8e54df7c,PNP-Refused,jmcatee2,Facility,840644739_DENVER_80203,COLORADO DHCPF,DENVER,CO,M-R,11,N
5727a1daf4093a7d8e54dcdc,Completed,nsoun,Facility,710236913_HOT SPRINGS_71903,ST JOSEPHS REGIONAL HEAL,HOT SPRINGS,AR,UCR,1,Y
5727a1daf4093a7d8e54dcf7,Completed,athoma76,System,710787860_HARRISON_72601,NORTH ARKANSAS REGIONAL MED CTR,HARRISON,AR,M-R,20,Y
5727a1daf4093a7d8e54dd04,Completed,msvay,Facility,134310760_GLENDALE_85302,AURORA BEHAVIORAL HEALTH-GLENDALE,GLENDALE,AZ,M-R,2,Y
5727a1daf4093a7d8e54dd09,Completed,nconigl,Facility,205220956_LAKE HAVASU CITY_86403,HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,M-R,46,Y
5727a1daf4093a7d8e54dd09,Completed,nconigl,Facility,205220956_LAKE HAVASU CITY_86403,HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,C-S,15,Y
5727a1daf4093a7d8e54dd0d,Completed,psithamr,System,251813117_PHOENIX_85013,SELECT SPECIALTY HOS-PHOENIX,PHOENIX,AZ,M-R,1,Y
5727a1daf4093a7d8e54dd0d,Completed,psithamr,System,251813117_PHOENIX_85013,SELECT SPECIALTY HOS-PHOENIX,PHOENIX,AZ,C-S,1,Y
5727a1daf4093a7d8e54dd33,Completed,msvay,Facility,542155229_POLACCA_86042,HOPI HEALTH CARE CENTER,POLACCA,AZ,M-R,2,Y
5727a1daf4093a7d8e54dd37,Completed,lmanlang,Facility,621795587_PHOENIX_85006,ST LUKES MEDICAL CENTER,PHOENIX,AZ,M-R,21,Y
5727a1daf4093a7d8e54dd37,Completed,lmanlang,Facility,621795587_PHOENIX_85006,ST LUKES MEDICAL CENTER,PHOENIX,AZ,C-S,8,Y
5727a1daf4093a7d8e54dd40,Completed,rsumra,Facility,721561132_CHANDLER_85224,CHANDLER REGIONAL HOSP,CHANDLER,AZ,M-R,93,Y
5727a1daf4093a7d8e54dd40,Completed,rsumra,Facility,721561132_CHANDLER_85224,CHANDLER REGIONAL HOSP,CHANDLER,AZ,C-S,16,Y
5727a1daf4093a7d8e54dd40,Completed,rsumra,Facility,721561132_CHANDLER_85224,CHANDLER REGIONAL HOSP,CHANDLER,AZ,HNT,3,Y
5727a1daf4093a7d8e54dd60,Completed,ymorris2,Facility,860223720_FLAGSTAFF_86004,GUIDANCE CENTER 2187,FLAGSTAFF,AZ,M-R,1,Y
5727a1daf4093a7d8e54dd60,Completed,ymorris2,Facility,860223720_FLAGSTAFF_86004,GUIDANCE CENTER 2187,FLAGSTAFF,AZ,C-S,2,Y
5727a1dbf4093a7d8e54dd79,Completed,ymorris2,Facility,860830701_PHOENIX_85007,SEVENTH AVENUE WALK-IN CL,PHOENIX,AZ,C-S,1,Y
5727a1dbf4093a7d8e54dd88,PNP-NoResponse,dking122,System,900220728_GILBERT_85234,BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,M-R,75,N
5727a1dbf4093a7d8e54dd88,PNP-NoResponse,dking122,System,900220728_GILBERT_85234,BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,C-S,3,N
5727a1dbf4093a7d8e54dd88,PNP-NoResponse,dking122,System,900220728_GILBERT_85234,BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,HNT,16,N
5727a1dbf4093a7d8e54dd8e,Completed,eagbagbu,Facility,900942222_SIERRA VISTA_85635,CANYON VISTA MEDICAL CENTER,SIERRA VISTA,AZ,M-R,17,Y
5727a1dbf4093a7d8e54dd8e,Completed,eagbagbu,Facility,900942222_SIERRA VISTA_85635,CANYON VISTA MEDICAL CENTER,SIERRA VISTA,AZ,C-S,6,Y
5727a1dbf4093a7d8e54dd8e,Completed,eagbagbu,Facility,900942222_SIERRA VISTA_85635,CANYON VISTA MEDICAL CENTER,SIERRA VISTA,AZ,HNT,2,Y
5727a1dbf4093a7d8e54dd92,PNP-NoResponse,nconigl,Facility,901074557_TUCSON_85704,BANNER UNIVERSITY MEDICAL CENTER,TUCSON,AZ,UCR,1,N
5727a1dbf4093a7d8e54ddda,Completed,sfarkas3,Facility,461246570_TEMECULA_92592,TEMECULA VALLEY HOSPITAL,TEMECULA,CA,M-R,6,Y
5727a1dbf4093a7d8e54dddc,Completed,dbehring,System,510216589_TARZANA_91356,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,M-R,21,Y
5727a1dbf4093a7d8e54dddc,Completed,dbehring,System,510216589_TARZANA_91356,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,HNT,4,Y
5727a1dbf4093a7d8e54dddf,Completed,ymorris2,Facility,510519163_MONTEREY PARK_91754,AHMC MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,HNT,1,Y
5727a1dbf4093a7d8e54dde4,Completed,dchism1,Facility,561984080_BAKERSFIELD_93308,HEART HOSPITAL OF BK, L.L.C.,BAKERSFIELD,CA,M-R,35,Y
5727a1dbf4093a7d8e54dde4,Completed,dchism1,Facility,561984080_BAKERSFIELD_93308,HEART HOSPITAL OF BK, L.L.C.,BAKERSFIELD,CA,HNT,3,Y
5727a1dbf4093a7d8e54ddea,Completed,rsumra,Facility,651190935_SANTA MARIA_93454,MARIAN REGIONAL MEDICAL CENTER INC,SANTA MARIA,CA,M-R,27,Y
5727a1dbf4093a7d8e54de36,Completed,ehoff,System,940562680_SANTA ROSA_95403,SUTTER SANTA ROSA REGIONAL HOSPITAL,SANTA ROSA,CA,M-R,11,Y
5727a1dbf4093a7d8e54de36,Completed,ehoff,System,940562680_SANTA ROSA_95403,SUTTER SANTA ROSA REGIONAL HOSPITAL,SANTA ROSA,CA,HNT,4,Y
5727a1dbf4093a7d8e54de3b,Completed,ehoff,System,941080917_LOS BANOS_93635,MEMORIAL HOSPITAL OF LOS BANOS,LOS BANOS,CA,M-R,8,Y
5727a1dbf4093a7d8e54de3b,Completed,ehoff,System,941080917_LOS BANOS_93635,MEMORIAL HOSPITAL OF LOS BANOS,LOS BANOS,CA,HNT,1,Y
5727a1dbf4093a7d8e54de67,Completed,ehoff,System,941156621_SACRAMENTO_95819,SUTTER MEMORIAL HOSPITAL,SACRAMENTO,CA,M-R,25,Y
5727a1dbf4093a7d8e54de83,Completed,rsumra,Facility,941439787_GRASS VALLEY_95945,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,CA,M-R,17,Y
5727a1dcf4093a7d8e54de9d,Completed,rsumra,System,942761692_CARMICHAEL_95608,MERCY SAN JUAN HOSPITAL,CARMICHAEL,CA,M-R,58,Y
5727a1dcf4093a7d8e54de9d,Completed,rsumra,System,942761692_CARMICHAEL_95608,MERCY SAN JUAN HOSPITAL,CARMICHAEL,CA,HNT,11,Y
5727a1dcf4093a7d8e54debe,Completed,dgree25,Facility,951183919_UPLAND_91786,SAN ANTONIO REGIONAL HOSPITAL,UPLAND,CA,M-R,20,Y
5727a1dcf4093a7d8e54dec0,Completed,jmcatee2,Facility,951642380_GLENDALE_91204,GLENDALE MEM HOSP & HEALTH CTR,GLENDALE,CA,HNT,2,Y
5727a1dcf4093a7d8e54dec0,Completed,jmcatee2,Facility,951642380_GLENDALE_91204,GLENDALE MEM HOSP & HEALTH CTR,GLENDALE,CA,HND,1,Y
5727a1dcf4093a7d8e54decc,Completed,dking122,Facility,951643359_ORANGE_92868,ST JOSEPH HOSPITAL OF ORANGE INC,ORANGE,CA,M-R,64,Y
5727a1dcf4093a7d8e54decc,Completed,dking122,Facility,951643359_ORANGE_92868,ST JOSEPH HOSPITAL OF ORANGE INC,ORANGE,CA,HNT,20,Y
5727a1ddf4093a7d8e54ded9,Completed,dbehring,System,951675600_BURBANK_91505,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,BURBANK,CA,M-R,15,Y
5727a1ddf4093a7d8e54ded9,Completed,dbehring,System,951675600_BURBANK_91505,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,BURBANK,CA,HND,1,Y
5727a1ddf4093a7d8e54def5,PNP-Other,ymorris2,Facility,952226406_PASADENA_91110,UCI MEDICAL CENTER,PASADENA,CA,HNT,1,N
5727a1ddf4093a7d8e54df0a,Completed,jreyno27,Facility,952821104_LOS ANGELES_90051,HENRY MAYO NEWHALL MEM HOSPITAL,LOS ANGELES,CA,UCR,1,Y
5727a1ddf4093a7d8e54df21,Completed,lmanlang,Facility,954690845_CULVER CITY_90232,SOUTHERN CALIFORNIA HOSP AT CULVER CITY,CULVER CITY,CA,M-R,3,Y
5727a1ddf4093a7d8e54df23,Completed,lmanlang,Facility,954690845_VAN NUYS_91401,SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS,VAN NUYS,CA,M-R,1,Y
5727a1ddf4093a7d8e54df30,PNP-NoResponse,kflahe2,Facility,956003843_ESCONDIDO_92025,PALOMAR MEDICAL CENTER,ESCONDIDO,CA,M-R,19,N
5727a1ddf4093a7d8e54df30,PNP-NoResponse,kflahe2,Facility,956003843_ESCONDIDO_92025,PALOMAR MEDICAL CENTER,ESCONDIDO,CA,HNT,1,N
5727a1ddf4093a7d8e54df44,Completed,rsumra,System,431982139_LAFAYETTE_80026,GOOD SAMARITAN MEDICAL CENTER,LAFAYETTE,CO,M-R,58,Y
5727a1ddf4093a7d8e54df45,Cold,,Facility,450233470_FORT COLLINS_80528,BANNER FORT COLLINS MEDICAL CENTER,FORT COLLINS,CO,M-R,2,N
5727a1daf4093a7d8e54dc7e,PNP-CopyService,dking122,System,630288856_MOBILE_36607,MOBILE INFIRMARY,MOBILE,AL,M-R,1789,N
5727a1daf4093a7d8e54dc7e,PNP-CopyService,dking122,System,630288856_MOBILE_36607,MOBILE INFIRMARY,MOBILE,AL,C-S,1,N
5727a1daf4093a7d8e54dcb2,Completed,rsumra,Facility,636004476_DOTHAN_36301,SOUTHEAST ALABAMA MEDICAL CTR,DOTHAN,AL,M-R,167,Y
5727a1daf4093a7d8e54dcb2,Completed,rsumra,Facility,636004476_DOTHAN_36301,SOUTHEAST ALABAMA MEDICAL CTR,DOTHAN,AL,C-S,13,Y
5727a1daf4093a7d8e54dd08,Completed,sfarkas3,Facility,203166972_PRESCOTT VALLEY_86314,MOUNTAIN VALLEY REGIONAL REHAB HOSPITAL,PRESCOTT VALLEY,AZ,M-R,7,Y
5727a1daf4093a7d8e54dd08,Completed,sfarkas3,Facility,203166972_PRESCOTT VALLEY_86314,MOUNTAIN VALLEY REGIONAL REHAB HOSPITAL,PRESCOTT VALLEY,AZ,C-S,1,Y
5727a1daf4093a7d8e54dd0e,Completed,psithamr,System,251821705_SCOTTSDALE_85251,SELECT SPECIALTY HOSPITAL INC,SCOTTSDALE,AZ,M-R,1,Y
5727a1daf4093a7d8e54dd0e,Completed,psithamr,System,251821705_SCOTTSDALE_85251,SELECT SPECIALTY HOSPITAL INC,SCOTTSDALE,AZ,C-S,1,Y
5727a1daf4093a7d8e54dd19,Completed,ymorris2,Facility,320197974_GOODYEAR_85338,WESTERN REGIONAL MEDICAL CENTER INC,GOODYEAR,AZ,M-R,3,Y
5727a1daf4093a7d8e54dd35,Completed,ymorris2,System,621730519_PHOENIX_85031,ABRAZO MARYVALE CAMPUS,PHOENIX,AZ,M-R,4,Y
5727a1daf4093a7d8e54dd35,Completed,ymorris2,System,621730519_PHOENIX_85031,ABRAZO MARYVALE CAMPUS,PHOENIX,AZ,C-S,10,Y
5727a1daf4093a7d8e54dd3b,Completed,ymorris2,System,621811285_GLENDALE_85308,ABRAZO ARROWHEAD CAMPUS,GLENDALE,AZ,M-R,72,Y
5727a1daf4093a7d8e54dd3b,Completed,ymorris2,System,621811285_GLENDALE_85308,ABRAZO ARROWHEAD CAMPUS,GLENDALE,AZ,C-S,4,Y
5727a1daf4093a7d8e54dd3b,Completed,ymorris2,System,621811285_GLENDALE_85308,ABRAZO ARROWHEAD CAMPUS,GLENDALE,AZ,HNT,2,Y
5727a1daf4093a7d8e54dd43,Completed,ymorris2,Facility,721561134_PHOENIX_85013,ST JOSEPHS HSP AND MED CTR,PHOENIX,AZ,M-R,86,Y
5727a1daf4093a7d8e54dd43,Completed,ymorris2,Facility,721561134_PHOENIX_85013,ST JOSEPHS HSP AND MED CTR,PHOENIX,AZ,C-S,25,Y
5727a1daf4093a7d8e54dd43,Completed,ymorris2,Facility,721561134_PHOENIX_85013,ST JOSEPHS HSP AND MED CTR,PHOENIX,AZ,HNT,4,Y
5727a1daf4093a7d8e54dd4a,Completed,ymorris2,Facility,860098923_PRESCOTT_86314,YAVAPAI REGIONAL MEDICAL CENTE,PRESCOTT,AZ,HNT,1,Y
5727a1daf4093a7d8e54dd64,PNP-NoResponse,dking122,System,860394148_PAGE_86040,BANNER PAGE HOSPITAL,PAGE,AZ,M-R,9,N
5727a1daf4093a7d8e54dd64,PNP-NoResponse,dking122,System,860394148_PAGE_86040,BANNER PAGE HOSPITAL,PAGE,AZ,C-S,1,N
5727a1dbf4093a7d8e54dd70,Completed,ymorris2,Facility,860719858_CHINLE_86503,CHINLE COMPRE HLTH CARE FACILI,CHINLE,AZ,C-S,1,Y
5727a1dbf4093a7d8e54dd73,Completed,sfarkas3,Facility,860768611_CHANDLER_85225,OASIS BEHAVIORAL HEALTH HOSPITAL,CHANDLER,AZ,C-S,1,Y
5727a1dbf4093a7d8e54dd9a,Completed,dgree25,Facility,201435808_VISALIA_93291,KAWEAH DELTA MEDICAL CENTER,VISALIA,CA,HNT,1,Y
5727a1dbf4093a7d8e54dd9e,PNP-NoResponse,msvay,Facility,202585469_SAN CLEMENTE_92673,SOVEREIGN HEALTH OF FL,SAN CLEMENTE,CA,M-R,2,N
5727a1dbf4093a7d8e54ddbf,Completed,ymorris2,Facility,330222508_AVALON_90704,CATALINA ISLAND MEDICAL,AVALON,CA,M-R,1,Y
5727a1dbf4093a7d8e54ddbf,Completed,ymorris2,Facility,330222508_AVALON_90704,CATALINA ISLAND MEDICAL,AVALON,CA,HNT,1,Y
5727a1daf4093a7d8e54dc45,Completed,rsumra,System,920016490_KETCHIKAN_99901,KETCHIKAN MEDICAL CENTER,KETCHIKAN,AK,M-R,2,Y
5727a1daf4093a7d8e54dc45,Completed,rsumra,System,920016490_KETCHIKAN_99901,KETCHIKAN MEDICAL CENTER,KETCHIKAN,AK,UCR,1,Y
5727a1dbf4093a7d8e54ddc1,Completed,eagbagbu,Facility,330449527_LA MESA_91942,GROSSMONT HOSPITAL,LA MESA,CA,M-R,37,Y
5727a1dbf4093a7d8e54ddc1,Completed,eagbagbu,Facility,330449527_LA MESA_91942,GROSSMONT HOSPITAL,LA MESA,CA,C-S,3,Y
5727a1dbf4093a7d8e54ddc1,Completed,eagbagbu,Facility,330449527_LA MESA_91942,GROSSMONT HOSPITAL,LA MESA,CA,HNT,7,Y
5727a1daf4093a7d8e54dc54,PNP-CopyService,dking122,Facility,203391873_BIRMINGHAM_35213,GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,M-R,336,N
5727a1dbf4093a7d8e54ddce,Completed,dking122,Facility,331127449_SAN DIEGO_92128,CARMEL MOUNTAIN REHAB & HEALTH,SAN DIEGO,CA,HNT,1,Y
5727a1daf4093a7d8e54dc7f,PNP-CopyService,athoma76,Facility,630288861_MOBILE_36608,PROVIDENCE HOSPITAL,MOBILE,AL,M-R,910,N
5727a1dbf4093a7d8e54ddd0,Committed,lkelly22,Facility,364483322_HEALDSBURG_95448,HEALDSBURG DISTRICT HOSPITAL,HEALDSBURG,CA,M-R,3,N
5727a1daf4093a7d8e54dc9d,PNP-CopyService,athoma76,System,631146531_PELL CITY_35125,ST VINCENTS ST CLAIR,PELL CITY,AL,M-R,341,N
5727a1dbf4093a7d8e54ddd3,PNP-NoResponse,msvay,Facility,421643090_LOS ANGELES_90036,OLYMPIA MEDICAL CENTER,LOS ANGELES,CA,M-R,2,N
5727a1dbf4093a7d8e54ddd5,Completed,dbehring,System,421672810_LOS ANGELES_90074,PROVIDENCE LITTLE CO OF MARY MED CTR TOR,LOS ANGELES,CA,M-R,1,Y
5727a1dbf4093a7d8e54dde5,Completed,rsumra,Facility,562360411_REDDING_96001,MERCY MEDICAL CENTER REDDING,REDDING,CA,M-R,26,Y
5727a1daf4093a7d8e54dcb6,PNP-CopyService,athoma76,System,636005396_BIRMINGHAM_35249,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,M-R,453,N
5727a1daf4093a7d8e54dcb6,PNP-CopyService,athoma76,System,636005396_BIRMINGHAM_35249,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,C-S,2,N
5727a1dbf4093a7d8e54ddf5,Completed,dchism1,Facility,680127677_VALLEY SPRINGS_95252,VALLEY SPRINGS MEDICAL CLINIC(RHC),VALLEY SPRINGS,CA,M-R,38,Y
5727a1dbf4093a7d8e54ddf9,Completed,sfarkas3,Facility,680395200_PETALUMA_94975,PETALUMA VALLEY HOSPITAL,PETALUMA,CA,C-S,1,Y
5727a1dbf4093a7d8e54de2a,Completed,msvay,Facility,911754157_MODESTO_95355,STANISLAUS SURGICAL HOSPITAL LLC,MODESTO,CA,M-R,2,Y
5727a1dbf4093a7d8e54de5f,PNP-Other,rsumra,Facility,941156295_LOS ANGELES_90074,SAINT FRANCIS HOSPITAL,LOS ANGELES,CA,HNT,3,N
5727a1daf4093a7d8e54dd12,Completed,dking122,System,270036499_PHOENIX_85006,BANNER UNIV MEDICAL CNTR PHOENIX CA,PHOENIX,AZ,M-R,112,Y
5727a1daf4093a7d8e54dd12,Completed,dking122,System,270036499_PHOENIX_85006,BANNER UNIV MEDICAL CNTR PHOENIX CA,PHOENIX,AZ,C-S,41,Y
